chat_text,emotion,text_response
it goes on and on forever.,neutral,"and it's deep, too."
why doesn't it close?,neutral,who knows? they said they'll fix it before next season.
your wallet is empty?,neutral,i don't have even one dollar in it.
not me. i want to play for the dodgers.,neutral,we have to practice every day.
that was my favorite class.,neutral,you have got to be talented.
she did? why didn't anyone tell me?,neutral,i would've thought that somebody would have told you.
i'm actually in school right now.,neutral,which school do you attend?
What do you think is the key to happiness?,realization,"After much contemplation, I've come to realize that true happiness stems from gratitude, meaningful connections with others, and living in alignment with our values."
why are you trying to rush me off the phone?,neutral,i really have to go.
"i'm a man, and men don't carry purses!",approval,"well, you should buy pants with stronger pockets."
i hope i come back as a cat.,admiration,cats have beautiful eyes.
are you sure?,approval,of course i'm sure.
i didn't realize that.,neutral,you didn't?
look at all these kittens!,curiosity,how many are there?
i think that it's going to rain.,optimism,i hope that it does rain.
i like the political cartoons.,admiration,i like the beautiful photos of the houses for sale.
who would turn in a gun for $200?,admiration,that isn't a good deal?
all night long we heard people snoring.,neutral,housekeeping didn't give us fresh towels.
"you do this 18 times, because there are 18 holes.",curiosity,what's the point?
"yes, i did. a site i went to said they would send me the solution.",neutral,"so, what's the problem?"
he hates corporations.,neutral,"well, most corporations do think only about money."
you should have been there. it was intense.,neutral,is that right. who ended up winning?
it leaves at 12:15.,neutral,when do you have to be at the airport?
but thieves don't know that.,neutral,they might think that i've got an ipod or laptop in there.
"they always make ""what's next"" sound exciting, but it never is.",neutral,it's more like news for kids.
"well, nobody else does, so why should i?",admiration,that's not the attitude of a good driver.
I'm about to negotiate a major purchase.,nervousness,"Negotiating can be nerve-wracking, but also an opportunity to get a good deal. Do your research, stay calm, and be prepared to walk away if it's not right for you."
"well anyway, do you plan on going to school tomorrow?",neutral,"no, i think i'm going to go to the movies."
it was only about $120 for a 13-inch screen.,neutral,does it pick up any digital channels?
don't pick your nose.,neutral,i wasn't picking my nose.
it has beautiful houses.,admiration,it has wonderful restaurants.
we never have to call the police about anything.,neutral,our kids are completely safe.
this city is full of jerks.,annoyance,rude people are everywhere.
how are you going to vote?,neutral,"same as ever, by mail. all it costs me is a 42-cent stamp."
I'm about to take a driving test.,nervousness,"Driving tests can be nerve-wracking, but also exciting! Trust in your skills, stay focused, and take deep breaths. You've practiced, and you're ready for this!"
i haven't lately.,love,i would love to catch a movie this weekend.
what store did you get it from?,neutral,i went to macy's and picked it out.
and then what?,neutral,and then she'll know that you like her.
why do they call it the good old days?,neutral,maybe because they didn't have to brush and floss.
i can't spend four hours on the road every day.,neutral,"by the time you get home, you'll be too tired to even eat."
why do they hurt?,neutral,i type too much.
so we've got to sell before property values go down?,approval,yes. i still can't believe our city council allowed this building.
of course not.,confusion,why not?
"seriously, i am so excited.",admiration,"well, congratulations."
did he ever take art lessons?,neutral,i can't believe it. i drew paintings like that in third grade.
do you have a girlfriend?,disapproval,"no, i don't. do you?"
what were you doing?,neutral,i was scratching my nose.
what do you mean?,neutral,"i mean, keep your belongings close to you."
then neither do women singers.,neutral,"well, i would never buy her cd."
have you attended school today?,neutral,i attended school today. did you?
is that it?,neutral,yes. that's all i ever give her.
wasn't there anything about octo-mom?,neutral,of course. she's going to hire a nanny for her eight infants.
Were you expecting the unexpected encounter with a celebrity at the coffee shop?,surprise,No way! It was such a surprise to see them there. I couldn't believe my eyes.
what did you say? i think i've gone deaf.,neutral,i'm going into the bathroom to blow my nose. i'll be right back.
"the title should be ""better schools at huge cost.""",neutral,i can't believe that they would lie to us.
"yes, there is.",caring,i feel safe here.
and they will yell back at you.,neutral,yelling doesn't do any good.
"no, the banana was delicious.",neutral,maybe you just need to go to the bathroom.
did you find a spot?,neutral,"i found a spot, but someone cut in and took it from me."
i don't understand.,neutral,"if you pour water into a glass, the water goes down into the glass."
let me get the keys.,neutral,let me get my camera.
"when you finish, all you do is start another job!",approval,"yes, that's right. it does get boring."
i'm pretty good. thanks for asking.,neutral,no problem. so how have you been?
i got ripped off.,curiosity,what happened?
and the government will give you a fourth story.,neutral,"yes, like the government says not to worry about the swine flu."
let me think a minute.,neutral,i feel like chinese.
but i am a good driver. i've never had a ticket in my life.,admiration,"well, you've got one now. here. have a nice day."
"well regardless, i'm very happy that you came to see me.",neutral,i am too.
go do your homework.,neutral,"but, mom!"
she's not too tall.,neutral,"well, how tall is she?"
that's for sure.,neutral,don't worry about what people think.
i like the one where the fireman tells us why we should vote yes.,neutral,"don't believe him! whatever the tv ads tell you, the opposite is true."
"yes, that sounds nice.",neutral,how about some potato chips?
Did you expect to win the lottery?,surprise,"No, it came as a complete shock! I couldn't believe my luck when I found out."
of course. what else?,neutral,"we need cheese, bread, and ham."
the wind blows those trucks over.,neutral,"it blows trees over, too."
"yes, it was pleasant.",neutral,but you won't date him again?
"this is a popular restaurant, isn't it?",neutral,"yes, but it isn't a fast-food restaurant, is it?"
you can watch tv after you do your homework.,neutral,but the show will be over.
i have to feed them.,neutral,are you looking for another job?
"seriously, it looks really nice on you. where did you buy it from?",neutral,i bought it from the macy's at the santa anita mall.
i can't believe that they would lie to us.,neutral,of course they lieÂ—that's what politicians do!
that's my perfume.,neutral,when can i wear perfume?
but it's uncomfortable.,neutral,it's the law.
I'm about to start a challenging project at work.,nervousness,"Starting a challenging project can be nerve-wracking, but also an opportunity to showcase your skills. Trust in your abilities and don't be afraid to ask for help if you need it."
"yes, but it will be in a cemetery where your children can visit you.",neutral,children seldom visit their parents in a cemetery.
"turn the radio down, please.",neutral,but i'm listening to it.
why didn't you take a nap when you got home?,neutral,i didn't get home until 30 minutes ago.
How did you react when you discovered a hidden passage behind the bookshelf?,surprise,I was shocked! I had no idea it was there. It was like something out of a mystery novel.
Were you sad about not being able to attend your friend's wedding?,sadness,"Yes, it's heartbreaking to miss such a significant event in their life."
that's six times a year!,neutral,"yes, and it takes about five minutes each time."
that would be weird.,approval,"yeah, especially since it's ninety degrees outside."
i enjoy the different types of instruments that they use.,neutral,that is a perfect reason to like a certain kind of music.
you shouldn't lie in the sun for too long.,neutral,i want to get a tan. i don't want to look so pale.
"without gravity, the water would go up.",neutral,you're joking.
i think most jokes are about women.,neutral,"oh, really? i think most jokes are about men!"
that's too bad. what about his smoke alarm?,neutral,the battery was dead.
"mom, i want a puppy.",neutral,let me think about it.
all i get is a black screen.,neutral,what's the matter?
like what?,disapproval,don't be nosey.
have you decided whether or not you would like to go?,gratitude,"no, thanks. maybe another time."
how often do i have to do that?,neutral,once every two months.
something's wrong with my computer.,approval,exactly what?
which would you prefer?,curiosity,what do you mean?
"i really wanted you to come, but i understand.",neutral,"yeah, maybe next time."
yes.,admiration,is it beautiful?
oh. of course i'm ready.,neutral,did you buy the converter?
don't use water on it!,neutral,i'll use a damp cloth.
did you yell at them?,approval,"yes, i did."
what do you need to do?,neutral,i need to withdraw some money.
she said she didn't love me anymore.,fear,wow! that's terrible.
because i'll never find one for such a low price.,neutral,you're right about that. keep saving your money.
"oh, that's so delicious.",neutral,we also get leather.
Were you expecting the unexpected discovery of a rare flower species in your backyard garden?,surprise,"No, it was a complete surprise! I had no idea such a rare flower would grow here. It was a delightful find."
i can't do that.,confusion,why not?
last week they told us about a bear in a back yard.,neutral,last month they told us about a mouse in a restaurant.
that's your favorite thing to do?,neutral,"well, it's one of them."
I'm about to meet my significant other's extended family.,nervousness,"Meeting the extended family can be nerve-wracking, but also an opportunity to bond. Just be yourself, show interest, and relax. They'll love getting to know you!"
I reached my fitness goal and lost 50 pounds!,pride,Wow! Losing 50 pounds is a significant achievement that requires commitment and perseverance. You should feel proud of your dedication to your health and well-being!
check your tires or you'll get a flat.,admiration,oh. that's not good.
look! he just got out of the car and started running.,optimism,i hope the police catch him.
"just yesterday, i told her i wouldn't trade her for all the money in the world.",admiration,that was a nice thing to say.
i filled up my freezer with ice cream.,neutral,"well, it won't last forever."
do you get pbs on tv?,neutral,"yes, everybody gets the public broadcasting system."
How did the conversation with your friend about the misunderstanding go?,relief,"It went better than expected. We cleared things up, and I'm relieved there's no more tension between us."
that was a huge fire in santa barbara.,approval,"yes, it was."
"no, like a good amateur golfer.",neutral,what's so hard about golf?
i don't believe the art world.,confusion,what is it this time?
i want to do something tomorrow with you.,curiosity,sounds good. what did you have in mind?
it only took about two hours.,neutral,did you take pictures at the world war ii monument?
"i did, but i have to go again.",neutral,"well, hold on a little longer."
"no, but i did put on a few pounds.",neutral,that sounds like a dream job.
that takes some time.,neutral,i took the dog for a walk.
let's play cards.,neutral,i don't know any card games.
did he speak to every family that lost a soldier?,disapproval,"no, he didn't have time to do that."
it's close to the mountains.,neutral,the people are friendly.
"well, did you want to go see a movie with me?",curiosity,what movie are you going to see?
just put them in the fridge.,admiration,"also, i bought a can of cheap coffee and a bag of good coffee."
the invitation says it starts at 8:00 p.m.,neutral,has she given out a lot of invitations yet?
it looks like it may rain soon.,optimism,"yes, and i hope that it does."
a couple of dictionaries and some textbooks.,annoyance,are you crazy?
that's true. they promise anything just so they get elected.,neutral,"and when elected, they go their own way."
that's great. congratulations.,admiration,i appreciate that.
why not?,neutral,you might hit someone in the head.
you're right. i think it's going to rain later.,neutral,"in the middle of the summer, it shouldn't be raining."
"yeah, but i'm still waiting for my invitation.",neutral,oh really? she gave me mine earlier today.
i know a good chinese restaurant.,neutral,how far away is it?
and they couldn't fix your problem?,neutral,they both said i have to live with it.
it doesn't work.,curiosity,what happened?
he thinks i have too much stress.,neutral,stress causes your stomachaches?
you know what that means.,neutral,i forgot.
why not?,neutral,because you'll have an accident. most accidents are because people are in a hurry.
"well, he's got plenty of time now!",neutral,"no, he's too busy writing a book about how hard it was to be president."
see those stains?,confusion,i sure do.
i'm watching you.,neutral,i'm an open book. watch me all you want.
read the phone number to me.,disappointment,"i'll read it very loud, in case your hearing is getting bad, too."
"she asked me how she could return the favor, so i asked her out.",neutral,sometimes a slow line can be a good thing.
will you lose all your files?,neutral,"no, i always back up my files."
"yes, we need a relaxed president who thinks clearly.",neutral,do any other world leaders have a basketball court?
did he sign it?,approval,yes.
florida doesn't have earthquakes or fires.,neutral,"no, florida just has hurricanes every year from june to october."
i enjoy drawing and painting.,neutral,you know how to draw and paint?
how far away is it?,neutral,it's only 10 minutes from here.
i don't even know why we need to fix it.,neutral,in case we have visitors.
so what are you going to do?,neutral,i'm joining the army.
"yes, i do.",curiosity,when did you learn how to do that?
i'm going to take five wipes.,neutral,what do you need five of them for?
turn on the air conditioner.,neutral,it doesn't work.
I keep getting stuck behind slow drivers on the highway.,annoyance,"I feel your pain. Slow drivers can be so frustrating, especially when you're in a hurry. Maybe you can try changing lanes when it's safe to do so."
because of all the earthquakes and fires.,neutral,but big earthquakes happen only once in a while.
i bought it from the macy's at the santa anita mall.,admiration,i really like that outfit.
"yes, they are.",neutral,the streets and sidewalks are clean.
why is that?,disapproval,i don't feel like going.
but i have rabbit ears.,neutral,rabbit ears aren't strong enough. buy a digital antenna.
my ear is killing me.,neutral,what's the matter?
"a dentist, i'm sure.",anger,i hate flossing more than brushing!
not if we save every penny.,neutral,okay. here's seven pennies.
"i know what you mean, but i'd rather be cold than hot.",approval,that's exactly how i feel.
"i think if you are friendly to dogs, they are friendly to you.",neutral,dogs are like peopleÂ—not all of them are friendly.
i really have to go.,curiosity,why? i still wanted to talk to you.
i haven't heard anything.,neutral,debrah had her baby last week.
it's the funniest movie that i've ever seen.,amusement,that's true. it is a very funny movie.
mine too.,neutral,i have it on dvd at my house if you want to come over and watch it.
don't ever be in a hurry when you're driving.,confusion,why not?
so has everyone else.,neutral,nothing seems to work.
"how big is ""pretty big""?",neutral,"it has about 140,000 people."
nonfat.,neutral,of course. what else?
i knew you didn't love me.,approval,"okay, okay! i'll make a reservation right now."
why don't you go to bed?,neutral,i want to watch this tv show.
but most of those hurricanes are harmless.,neutral,"excuse me. hurricane andrew destroyed 30,000 homes!"
they're all the same.,neutral,just ask her out to dinner.
"yes, but she looks like a man.",neutral,what difference does it make?
What's your biggest fear in life?,realization,"I used to fear failure, but I realized that failure is just a part of the journey towards success, and it's where we learn the most."
Have you ever had a public speaking mishap?,embarrassment,"Yes, once I completely forgot my lines during a presentation and stood there in silence while everyone stared. It was mortifying."
so how do you make long distance calls?,neutral,i use a calling card.
i want you to clean the bathroom.,neutral,"oh, that's easy."
what kind of soup was that?,neutral,it was tomato soup.
what do you mean?,neutral,"i mean, someone used their dirty hands to pick the bananas, the apples, and the oranges."
i used to work in a deli.,curiosity,how did you like it?
the house burned down.,curiosity,what happened?
i've been pretty busy myself.,curiosity,so what have you been up to?
"so do i, but i'm worried.",neutral,me too. there are no guarantees.
can you make it?,neutral,what time does it start?
"no, i haven't.",admiration,she's really pretty.
good. i hope it doesn't cool off this weekend.,neutral,i know. i really want to go to the beach.
"i didn't want to, so i didn't.",sadness,"that's sad, but have you gone to the movies recently?"
why is it so slow?,admiration,that's a good question.
especially the metal ones.,neutral,i don't park at a store that uses metal shopping carts.
gravity is very important.,curiosity,what is gravity?
i'm gaining weight.,neutral,how much have you gained?
but he didn't have a chance. nobody voted for him!,neutral,"sooner or later, voters will wake up."
it was a great game.,neutral,what was the score at the end of the game?
let's leave.,neutral,but we just got here.
that's what everyone says.,neutral,you're trying to tell me something.
what's the matter?,neutral,i saw you looking at that woman.
that's not good.,neutral,"no, it isn't. he almost died when he was little."
i haven't looked anywhere yet.,confusion,why not?
do you have a car?,approval,"yes, i do."
what makes it so good?,neutral,"for me, it's the students."
of living.,neutral,"who knows? you live, and then you die."
I'm meeting my partner's parents for the first time.,nervousness,"That can be nerve-wracking, but I'm sure they'll love you! Just be yourself and show them how wonderful you are."
do you listen to the radio?,neutral,i listen day and night.
lucky for you it wasn't a sharp knife.,neutral,who carries a sharp knife in their pocket?
I just got engaged!,excitement,Oh my gosh! That's incredible news! Congratulations! Wishing you a lifetime of love and happiness!
and you get a lot of exercise every day.,neutral,that's the truth.
it's really nice.,gratitude,"thanks again. you look nice today, too."
i enjoyed talking to you too.,neutral,we should hang out some time.
Did you ever have a near-death experience?,fear,"Yes, once I was in a car accident, and for a moment, I thought it was the end. It was the most terrifying moment of my life."
what race is he?,neutral,they didn't say.
no. that will cost too much money.,neutral,so it's better to save money than to have an honest election?
they also ate with their fingers!,neutral,why do they call it the good old days?
cats have beautiful eyes.,love,i would love to have blue cat-eyes.
it's not comfortable.,approval,it seems fine to me.
i care. do something.,neutral,okay. i did something.
poems are a little bit like songs.,neutral,"yes, but songs have music. without music, songs would suck, too."
How was your cooking class experience?,embarrassment,"Disastrous. I burned everything I tried to cook, and then I accidentally set off the fire alarm. I felt like the biggest failure in the kitchen."
how about some potato chips?,approval,"yes. and a pickle, if we have any."
that won't make you rich. nobody will talk to you.,neutral,i will keep knocking on doors.
why is that?,love,i really love how rain clears the air.
I'm about to meet my partner's ex for the first time.,nervousness,"Meeting your partner's ex can be nerve-wracking, but remember, they're an ex for a reason. Just be polite, stay confident, and focus on your relationship."
"well, the waiter looked clean, so i guess it's okay to eat here.",neutral,you're forgetting about the bathroom.
why did you do that?,neutral,pasta is processed food. potatoes are natural food.
when exactly does the party start?,neutral,the invitation says it starts at 8:00 p.m.
Were you sorry for not attending a family gathering due to work commitments?,remorse,"Yes, I regret prioritizing work over spending time with my family. I feel a deep sense of remorse for missing out on those moments and am committed to finding a better balance."
i mixed them together.,admiration,"if the coffee still tastes okay, that's a good idea."
what do you mean?,neutral,every morning you get up late and rush off to work late.
are you feeling any better?,sadness,i'm still feeling a little sick.
it must've been a close game.,neutral,it really was. you should've gone.
I finished restoring a vintage car!,pride,That's impressive! Restoring a vintage car takes skill and patience. You should feel proud of the beautiful work you've done!
"well, a dozen large eggs were only 99 cents.",admiration,that's a good deal.
is that a tv show?,neutral,yes. it's on every afternoon.
that's what made it so great.,optimism,i'll make sure and make it to the next one.
i think about nice things.,curiosity,like what?
what should our flag look like?,neutral,it should have a pretty woman on it.
that's the reason it was such a great game.,neutral,"the next game, i will definitely be there."
"yeah, you should have. it was really exciting.",neutral,so what was the score?
I didn't get the job I interviewed for.,disappointment,"I'm sorry to hear that. It's disappointing, but keep your chin up. The right opportunity will come along."
what did you do?,neutral,i got out of my car.
i've called you a hundred times today.,neutral,i was busy doing something. i apologize.
it's in california.,neutral,is it in northern california?
some private organization.,neutral,why did they invite him?
it's in a great neighborhood.,neutral,it's close to the beach.
I finally published my debut novel after years of hard work!,pride,Congratulations! Publishing your debut novel is a significant milestone. You should be immensely proud of your perseverance and creativity!
what about the unfriendly dogs?,neutral,"i think if you are friendly to dogs, they are friendly to you."
lunch was delicious.,gratitude,thank you.
i'm not. i just want to know.,neutral,"well, it's really none of your business."
how much are they?,neutral,they're only $5 each.
i'm busy this friday. i'm sorry.,curiosity,what do you have to do?
"no, the police don't care.",confusion,why not?
they are bites.,neutral,did the cat bite you?
we've been sitting here for almost 10 minutes.,disapproval,"oops, i guess i was wrong. that isn't our waiter."
how long have you known how to do that?,neutral,i first learned how to do it in high school.
i really want to go to the movies this weekend.,neutral,so go then.
"oh, yes, i really like it.",curiosity,why do you like it?
what's your favorite thing to do?,neutral,i like to watch people.
where did you lose it?,confusion,i have no idea.
i can't believe he hasn't crashed.,neutral,how fast is he going?
"but someone's going to break it, so what good is it?",joy,"well, he can enjoy it while it lasts."
i found a button in my pant cuffs one time.,disapproval,"let me look. no, it's not there."
it's based on a true story about a divorced man and his young son.,optimism,"well, i hope it has a happy ending."
you should see a doctor.,neutral,my doctor said i need surgery.
i hate flossing more than brushing!,neutral,i can't wait till all my teeth fall out.
i already looked there.,neutral,did you look in the desk drawer?
"oh, yes.",neutral,i can't stand cigarette smoke.
i'm trying to stretch my dollars.,curiosity,how are you doing that?
i got a ticket downtown for $140.,neutral,were you speeding?
will it be good beach weather?,optimism,i think it will be.
not yet.,curiosity,then why are you watching tv?
i mean i have wonderful students.,admiration,that must be nice.
like what?,neutral,i think he closed the bowling alley in the white house.
but you're right. there are a lot of fires.,neutral,a recent fire destroyed 85 homes.
"oh, thank you. that's very nice of you.",neutral,you would do the same for me.
i just wanted to give you the good news.,gratitude,thanks for letting me know.
how so?,neutral,two guys got into an argument.
are you going to start a family?,approval,yes. we want to have a little boy and a little girl.
life isn't fair.,confusion,it sure isn't.
that wouldn't seem right.,neutral,"considering that it's over ninety degrees outside, that would be weird."
then we'll just make a u-turn.,neutral,and then we can turn right at the light.
i'll get her a nice card.,neutral,is that it?
or you'll hear the collision if someone doesn't stop.,neutral,or you'll see the collision if they crash into the house.
"oh yes, you did.",curiosity,what are you talking about?
it's too much like other flags.,approval,"yes, a lot of flags have stripes."
i'm terrible at math.,caring,"well, i need some help."
i really hope it rains today.,approval,"yeah, me too."
that sounds like fun. where do you want to go?,neutral,i want to cruise to hawaii.
where does he travel to?,neutral,"oh, all over the world."
don't vacuum it now.,neutral,don't you want me to clean up the mud?
Did you receive the package you were waiting for?,relief,"Yes, it finally arrived. I'm relieved it wasn't lost in transit."
i don't know why i bother to vote.,curiosity,why's that?
"you're probably right, do you intend on going to the party?",amusement,i want to. i heard it's going to be really fun.
so what? did he dial 911?,neutral,"he said he was thinking about it, but he didn't get around to it."
it wouldn't be good if it got cold this weekend.,admiration,"i want this trip to be perfect, i hope it stays warm."
why not?,neutral,they have to see it happen.
everyone wants you to solve their problems.,neutral,i have enough stress from trying to solve my own problems.
there were more votes than voters!,neutral,but that's impossible.
thank you. i just got these shoes today.,neutral,really? what kind of shoes are they?
i'm joining the army.,amusement,you're kidding. you might get killed.
doesn't crime cost more than police?,approval,"yes, it does."
what was the second story?,neutral,some actor married a woman young enough to be his daughter.
"okay, let's go see a movie.",neutral,until then.
what's for dinner?,confusion,i'm not sure.
"oh, yes, i took him there yesterday. he showed me one that he really liked.",neutral,i bet you had to drag him away.
"you should have, but have you seen any movies lately?",neutral,that was an odd change of subject.
it's always nice to finish a job.,admiration,"well, it's good and bad."
"no, you didn't. you slowed down, but you didn't come to a full stop.",neutral,"well, nobody else does, so why should i?"
how much is that?,neutral,"that's about $30,000."
yes. he said he'd come over tomorrow.,neutral,did he say what time?
you rolled through that stop sign back there.,neutral,but i stopped!
i don't know. the tag is missing.,neutral,ask the clerk.
wait till it dries. it will be easier to vacuum.,caring,next time i will be more careful.
what did your father do?,neutral,he moved out of our house.
were you speeding?,neutral,"no, i was crossing the street."
"well, i think you look nice today too.",gratitude,thanks. i found these new shoes earlier at the store.
but we have the same old problems.,neutral,"well, he's made a few changes."
i'm so happy for you.,admiration,really?
really? why?,neutral,the stars look so much closer after it rains.
a good battery would have saved his life.,neutral,"he had cigarettes, but no battery."
i didn't have time to get one from there.,disapproval,your sleeves are not tissues.
i'm going to pcc.,curiosity,how do you like it so far?
yes. all my life.,neutral,you're wearing out your right hand. stop using it so much.
and then we can turn right at the light.,admiration,good idea. it will be so much quicker.
someone should set him on fire.,admiration,that would teach him a good lesson.
okay. i'll start thinking about having some fun.,neutral,just be patient. fun doesn't come along every five minutes.
"well, i got a lot of good deals, as usual.",curiosity,like what?
when's that?,neutral,when i need something.
that is a joke.,neutral,"voting is so important, but people don't bother."
How did your job interview go?,embarrassment,"Terrible. I accidentally called the interviewer by the wrong name, and then I stumbled over my words. I wanted to run out of there."
where do you want to go?,neutral,i think we should go out to eat.
"no, but that was a random change of subject.",neutral,"it may have been random, but have you?"
i got laid off.,fear,that's terrible! when did it happen?
i'd better see you there.,neutral,all right. i'll see you next time.
i hope you feel better.,gratitude,thank you.
when are they going to fix this problem?,neutral,they said they need more money.
why me?,neutral,because you helped make it dirty.
How do you manage to get through each day?,grief,"Honestly, some days I don't know. It feels like I'm just going through the motions, trying to survive."
but i love coffee.,neutral,"well, it's your life."
high school or middle school?,neutral,high school.
did you take some sort of art class or something?,admiration,that was my favorite class.
"yeah, it sounds like it's going to be the best party of the year.",approval,"exactly, it seems like it's going to be loads of fun."
sometimes i want to throw it out the window.,disapproval,you don't want to do that.
Did you apologize to your colleague for making a mistake that affected their work?,remorse,"Yes, I felt terrible for the error and apologized sincerely. I understand the impact it had and am committed to improving in the future."
i can smell you.,neutral,"i can smell you, too."
i never used to buy swiss cheese.,confusion,why not?
our kids are completely safe.,curiosity,so why are we selling our house?
to the state or the city?,neutral,"to the city, of course."
these are some chucks.,admiration,those are great. how much were they?
"""deal or no deal""",neutral,tell me you're joking.
what happened to your car?,neutral,i got a dent in the parking lot.
i don't know.,neutral,when did you lose it?
i bought some new shoes.,neutral,are they comfortable?
do they help you run faster?,disappointment,"no, but my feet don't hurt anymore."
they forget where they came from.,neutral,maybe you should run for office.
stress causes different problems with different people.,curiosity,so what did he tell you to do?
"that's sad, but have you gone to the movies recently?",neutral,that's a switch.
"well, maybe it's from the pollution in the air.",anger,"whatever the cause, i hate seeing them on my face."
did you check all your pockets?,neutral,i checked all my pockets.
"i mean, it's just coffee.",neutral,i figured that.
Were you worried about the outcome of the job evaluation?,relief,"Yes, but I received positive feedback and a promotion. I'm relieved my hard work paid off."
did someone steal it?,optimism,i sure hope not.
what have you been doing?,neutral,i've been working too.
Did you anticipate the sudden change in weather during your picnic?,surprise,Not at all! We were completely surprised when it started raining out of nowhere.
i like a good story.,neutral,i like to see actors who are like real people.
i always try to be polite.,neutral,so do i.
the tv news is reporting a bank robbery.,neutral,do they know what the robber looks like?
what's the point?,curiosity,the point of what?
"yes, it's april 22.",neutral,it's more than just a date.
i see that former president bush is at a conference.,neutral,yes. he's telling jokes about his eight years as president.
so does mine.,neutral,i think it's an old people's smell.
do you need a calculator?,disapproval,no. the teacher doesn't permit calculators.
tell me when you finish.,neutral,i don't think so. you'll just give me more work.
only two cars can make a left turn every three or four minutes.,neutral,we'll be here forever.
i have no idea how much it will cost.,neutral,i think it depends on the season and on your cabin.
i want to show you my new car.,neutral,you bought a new car?
are you going to college?,neutral,i can't afford it.
"it doesn't matter. old blades cut, new blades cut.",neutral,maybe you should use an electric shaver.
"it may have been random, but have you?",neutral,i haven't lately.
did you find a solution?,neutral,"yes, i did. a site i went to said they would send me the solution."
what's the matter?,neutral,this steak has too much fat.
"yes, i would love one.",neutral,which one do you want?
how did we end up in that terrible hotel?,neutral,the travel agent gave us a 50-percent discount!
that's harsh.,remorse,"i'm sorry, but i have to go."
i really love how rain clears the air.,neutral,me too. it always smells so fresh after it rains.
What's your reaction to the thought of being trapped in an elevator?,fear,It's terrifying. The feeling of confinement and helplessness is overwhelming.
so what did he tell you to do?,neutral,he said i need to think positive.
"no, it's too close to the salad bar.",neutral,"okay, i give up."
i can't read my book.,neutral,turn on the light.
i will rub gently but firmly.,neutral,"do it quickly, please, so i can change channels during commercials."
why is that?,neutral,because he likes to scuba dive.
why? i still wanted to talk to you.,neutral,i have things to do.
i was writing a letter.,neutral,who were you writing to?
i'm sleepy.,neutral,so am i.
what type of music do you like to listen to?,neutral,i like listening to different kinds of music.
My phone keeps running out of battery quickly.,annoyance,That's so annoying! It's hard to stay connected when your phone keeps dying. Maybe you can try closing unused apps or adjusting the settings to save battery.
i'll just use the atm.,curiosity,what's that?
"yes, i know. some people are rude.",neutral,i always try to be polite.
people say that everybody loves obama.,neutral,"well, more than 50 million people voted for mccain."
when is he coming?,neutral,he's busy. he said next week.
"yes, if they do it quickly.",neutral,where do the students go?
because you don't want to smell bad.,disapproval,i don't smell bad.
people talk about current events.,neutral,what do they say?
the husband of the driver who ran over two college students at 3 a.m.,neutral,"oh, yeah. the girl died instantly, and the boy is still in the hospital."
what did you do?,admiration,i stood on the great wall and looked all around.
i think about twenty-five.,admiration,hmm. i have only one best friend.
i'm fine. how about yourself?,gratitude,i'm pretty good. thanks for asking.
"oh, look. here's the little sticker that was on it. it's called a pink navel.",admiration,what is this world coming to?
"not to mention 40,000 wounded soldiers.",neutral,but bush visited some of them in the hospital once.
who did you go out with?,neutral,a man i met in a coffee shop.
that's nice that he found the time to make a visit.,neutral,he spoke to them and made them feel better.
is it new?,neutral,it was new in 2003.
"you think so, how come?",amusement,"well, superbad is super funny."
i know that we need milk.,neutral,nonfat.
i can't afford it.,neutral,me neither.
"no, it's earth day.",curiosity,what's that?
"no, it doesn't. puppies are free.",neutral,"yes, but a puppy needs shots."
Were you concerned about the health of your pet?,relief,"Yes, but the vet said it's just a minor issue. I'm relieved it's nothing serious."
do you think the bananas fell from the sky?,curiosity,what do you mean?
did the cat bite you?,neutral,no. the bedbugs in that mattress bit me.
"mom, i'm hungry.",neutral,look in the fridge.
why not?,annoyance,they might think i'm stupid.
that sounds nice.,neutral,i want to show you my new car.
let's go to the animal shelter.,curiosity,what do you want to do?
let me look at our list.,neutral,i know that we need milk.
Were you sad about not being able to reconcile with a close friend after a falling out?,sadness,"Yes, it's really heartbreaking to lose such a close friendship. I miss them terribly."
"that should be a nice trip. lots of fun, and lots of food.",neutral,i have no idea how much it will cost.
i have to be there two hours early.,neutral,so we have to be at the airport at 10:15.
"well, you can't play baseball in a rainstorm.",neutral,i thought they were playing under a dome.
let's go for a ride.,neutral,where are we going?
i think it will be.,approval,it wouldn't be good if it got cold this weekend.
i would like to.,neutral,can i pick you up friday night?
"yes, he was smoking a cigarette.",neutral,did he die?
it's an ugly day today.,neutral,i know. i think it may rain.
why did he do that?,neutral,"he was invited, along with about 90 other veterans."
when does it start?,neutral,at 8:00 p.m.
"this friday, i'm throwing a party.",surprise,oh really? i didn't know that.
"yes, you chased me and then you caught me.",neutral,now you're mine forever.
What's your reaction to the news of the natural disaster hitting nearby areas?,fear,"I'm scared. The thought of being affected by the disaster is terrifying, and I can't stop worrying about the safety of everyone around."
of course. we gave him a big carrot for a nose.,neutral,let me help you make one this year.
"it really does, i can't wait.",neutral,what time does the party start?
i want to go on a cruise ship.,amusement,that sounds like fun. where do you want to go?
i vacuumed the entire house.,neutral,that's a lot of work.
i watered all the plants.,neutral,you have a lot of plants.
that means it will get hotter.,neutral,i am dying from the heat.
